"origin","model","h","forecast","actual","error"
87,"Auto-ARIMA",6,86.2916130212948,93.5938095819382,7.30219656064345
87,"Auto-ARIMA",12,72.4273184816733,83.3689478824013,10.941629400728
88,"Naive RW",1,111.4971429734,117.663810003371,6.16666702997115
88,"Naive RW",6,111.4971429734,91.1142857869466,-20.3828571864537
88,"Naive RW",12,111.4971429734,75.6322735873136,-35.8648693860868
88,"Naive RW (bias-c)",1,112.107062363018,117.663810003371,5.55674764035351
88,"Naive RW (bias-c)",6,115.207072183615,91.1142857869466,-24.0927863966681
88,"Naive RW (bias-c)",12,119.040444689126,75.6322735873136,-43.4081711018123
88,"RW + drift",1,112.526110858022,117.663810003371,5.13769914534926
88,"RW + drift",6,117.815154894895,91.1142857869466,-26.7008691079488
88,"RW + drift",12,124.491178453062,75.6322735873136,-48.8589048657488
88,"AR(1)",1,114.775502012709,117.663810003371,2.88830799066199
88,"AR(1)",6,121.265335198615,91.1142857869466,-30.1510494116682
88,"AR(1)",12,128.143227865179,75.6322735873136,-52.5109542778657
88,"MA(1)",1,117.485746447301,117.663810003371,0.178063556070811
88,"MA(1)",6,124.139490689592,91.1142857869466,-33.0252049026454
88,"MA(1)",12,132.506928688454,75.6322735873136,-56.8746551011407
88,"MA(2)",1,115.687974842235,117.663810003371,1.97583516113633
88,"MA(2)",6,124.859973489666,91.1142857869466,-33.7456877027192
88,"MA(2)",12,134.126038310877,75.6322735873136,-58.4937647235638
88,"ARMA(1,1)",1,117.103261725548,117.663810003371,0.560548277823528
88,"ARMA(1,1)",6,124.532614377978,91.1142857869466,-33.4183285910313
88,"ARMA(1,1)",12,133.189108555158,75.6322735873136,-57.5568349678445
88,"Auto-ARIMA",1,107.56727074079,117.663810003371,10.0965392625812
88,"Auto-ARIMA",6,101.899533515133,91.1142857869466,-10.7852477281868
88,"Auto-ARIMA",12,87.3662992718818,75.6322735873136,-11.7340256845682
89,"Naive RW",1,117.663810003371,104.704999542236,-12.9588104611352
89,"Naive RW",6,117.663810003371,81.3414284842355,-36.322381519136
89,"Naive RW",12,117.663810003371,74.9257136753627,-42.7380963280088
89,"Naive RW (bias-c)",1,118.30213715637,104.704999542236,-13.5971376141338
89,"Naive RW (bias-c)",6,121.546094134057,81.3414284842355,-40.2046656498214
89,"Naive RW (bias-c)",12,125.556473131558,74.9257136753627,-50.6307594561949
89,"RW + drift",1,118.809272743721,104.704999542236,-14.1042732014849
89,"RW + drift",6,124.706040502753,81.3414284842355,-43.3646120185179
89,"RW + drift",12,132.169751578066,74.9257136753627,-57.2440379027033
89,"AR(1)",1,121.271734269609,104.704999542236,-16.5667347273729
89,"AR(1)",6,128.511736422639,81.3414284842355,-47.170307938404
89,"AR(1)",12,136.210501486755,74.9257136753627,-61.2847878113922
89,"MA(1)",1,119.797933961057,104.704999542236,-15.0929344188208
89,"MA(1)",6,126.645654060803,81.3414284842355,-45.3042255765675
89,"MA(1)",12,135.263637196325,74.9257136753627,-60.3379235209621
89,"MA(2)",1,122.762488462802,104.704999542236,-18.0574889205655
89,"MA(2)",6,131.19154238176,81.3414284842355,-49.8501138975241
89,"MA(2)",12,141.255453843235,74.9257136753627,-66.3297401678719
89,"ARMA(1,1)",1,120.525149851031,104.704999542236,-15.8201503087947
89,"ARMA(1,1)",6,127.824384712665,81.3414284842355,-46.4829562284298
89,"ARMA(1,1)",12,136.842475428266,74.9257136753627,-61.9167617529036
89,"Auto-ARIMA",1,123.854350465041,104.704999542236,-19.1493509228045
89,"Auto-ARIMA",6,110.916266285047,81.3414284842355,-29.5748378008115
89,"Auto-ARIMA",12,94.8621257501892,74.9257136753627,-19.9364120748265
90,"Naive RW",1,104.704999542236,97.7408689415973,-6.96413060063904
90,"Naive RW",6,104.704999542236,83.8790000915527,-20.8259994506836
90,"Naive RW",12,104.704999542236,80.3554996490479,-24.3494998931885
90,"Naive RW (bias-c)",1,105.27465948036,97.7408689415973,-7.53379053876279
90,"Naive RW (bias-c)",6,108.169787326883,83.8790000915527,-24.2907872353306
90,"Naive RW (bias-c)",12,111.749228226903,80.3554996490479,-31.3937285778552
90,"RW + drift",1,105.575960109307,97.7408689415973,-7.83509116770948
90,"RW + drift",6,110.040648568602,83.8790000915527,-26.1616484770493
90,"RW + drift",12,115.648196268928,80.3554996490479,-35.2926966198803
90,"AR(1)",1,101.562737254508,97.7408689415973,-3.82186831291037
90,"AR(1)",6,103.51261773141,83.8790000915527,-19.6336176398572
90,"AR(1)",12,108.774715869418,80.3554996490479,-28.4192162203705
90,"MA(1)",1,100.814054780167,97.7408689415973,-3.07318583856959
90,"MA(1)",6,105.534200822088,83.8790000915527,-21.6552007305349
90,"MA(1)",12,111.389906254532,80.3554996490479,-31.0344066054845
90,"MA(2)",1,99.2274880700693,97.7408689415973,-1.48661912847196
90,"MA(2)",6,102.272611934543,83.8790000915527,-18.3936118429898
90,"MA(2)",12,108.159300721394,80.3554996490479,-27.8038010723458
90,"ARMA(1,1)",1,100.338081238736,97.7408689415973,-2.59721229713897
90,"ARMA(1,1)",6,104.488367307535,83.8790000915527,-20.609367215982
90,"ARMA(1,1)",12,110.363246228414,80.3554996490479,-30.0077465793661
90,"Auto-ARIMA",1,97.927704508614,97.7408689415973,-0.186835567016644
90,"Auto-ARIMA",6,95.0212889026101,83.8790000915527,-11.1422888110573
90,"Auto-ARIMA",12,89.5682792314063,80.3554996490479,-9.21277958235841
91,"Naive RW",1,97.7408689415973,90.3247611636207,-7.41610777797662
91,"Naive RW",6,97.7408689415973,83.5094732987253,-14.231395642872
91,"Naive RW",12,97.7408689415973,85.1043475607167,-12.6365213808806
91,"Naive RW (bias-c)",1,98.2693381352029,90.3247611636207,-7.94457697158217
91,"Naive RW (bias-c)",6,100.954854565243,83.5094732987253,-17.4453812665181
91,"Naive RW (bias-c)",12,104.27452477816,85.1043475607167,-19.170177217443
91,"RW + drift",1,98.4704237402245,90.3247611636207,-8.1456625766038
91,"RW + drift",6,102.20069807782,83.5094732987253,-18.6912247790943
91,"RW + drift",12,106.864025260864,85.1043475607167,-21.7596777001473
91,"AR(1)",1,96.2845231068658,90.3247611636207,-5.95976194324504
91,"AR(1)",6,98.5245903259454,83.5094732987253,-15.0151170272201
91,"AR(1)",12,103.011475900323,85.1043475607167,-17.907128339606
91,"MA(1)",1,98.0164877673771,90.3247611636207,-7.69172660375636
91,"MA(1)",6,102.40593568517,83.5094732987253,-18.8964623864442
91,"MA(1)",12,107.835679787886,85.1043475607167,-22.7313322271696
91,"MA(2)",1,96.8745739965028,90.3247611636207,-6.5498128328821
91,"MA(2)",6,101.416164855942,83.5094732987253,-17.9066915572164
91,"MA(2)",12,107.154092105695,85.1043475607167,-22.0497445449781
91,"ARMA(1,1)",1,97.6265229988773,90.3247611636207,-7.30176183525656
91,"ARMA(1,1)",6,101.941202696944,83.5094732987253,-18.4317293982184
91,"ARMA(1,1)",12,107.464617841004,85.1043475607167,-22.360270280287
91,"Auto-ARIMA",1,96.4140599047125,90.3247611636207,-6.08929874109178
91,"Auto-ARIMA",6,92.1102804225283,83.5094732987253,-8.60080712380297
91,"Auto-ARIMA",12,91.0291204783344,85.1043475607167,-5.92477291761773
92,"Naive RW",1,90.3247611636207,93.5938095819382,3.26904841831757
92,"Naive RW",6,90.3247611636207,79.2069562829059,-11.1178048807148
92,"Naive RW",12,90.3247611636207,92.7664993286133,2.4417381649926
92,"Naive RW (bias-c)",1,90.8108830545036,93.5938095819382,2.78292652743465
92,"Naive RW (bias-c)",6,93.2810193985558,79.2069562829059,-14.0740631156498
92,"Naive RW (bias-c)",12,96.3340336352675,92.7664993286133,-3.56753430665418
92,"RW + drift",1,90.9135958124326,93.5938095819382,2.68021376950568
92,"RW + drift",6,93.9158519336535,79.2069562829059,-14.7088956507476
92,"RW + drift",12,97.6497156571099,92.7664993286133,-4.88321632849662
92,"AR(1)",1,88.5747288991421,93.5938095819382,5.0190806827961
92,"AR(1)",6,90.0099800943554,79.2069562829059,-10.8030238114495
92,"AR(1)",12,93.5789446259641,92.7664993286133,-0.812445297350862
92,"MA(1)",1,88.6539361122603,93.5938095819382,4.93987346967795
92,"MA(1)",6,92.0820965414034,79.2069562829059,-12.8751402584975
92,"MA(1)",12,96.2848198293941,92.7664993286133,-3.51832050078085
92,"MA(2)",1,88.6157631353726,93.5938095819382,4.97804644656568
92,"MA(2)",6,91.5951728812254,79.2069562829059,-12.3882165983195
92,"MA(2)",12,96.1596949085843,92.7664993286133,-3.39319557997102
92,"ARMA(1,1)",1,88.4909129274694,93.5938095819382,5.10289665446885
92,"ARMA(1,1)",6,91.6420005002282,79.2069562829059,-12.4350442173223
92,"ARMA(1,1)",12,95.946863419492,92.7664993286133,-3.18036409087868
92,"Auto-ARIMA",1,87.423794061333,93.5938095819382,6.17001552060529
92,"Auto-ARIMA",6,81.700793581761,79.2069562829059,-2.4938372988551
92,"Auto-ARIMA",12,85.3269049370116,92.7664993286133,7.43959439160167
93,"Naive RW",1,93.5938095819383,91.1142857869466,-2.47952379499166
93,"Naive RW",6,93.5938095819383,83.3689478824013,-10.224861699537
93,"Naive RW",12,93.5938095819383,88.7040911587802,-4.88971842315809
93,"Naive RW (bias-c)",1,94.0927340028891,91.1142857869466,-2.97844821594249
93,"Naive RW (bias-c)",6,96.6275353585426,83.3689478824013,-13.2585874761413
93,"Naive RW (bias-c)",12,99.7595955456035,88.7040911587802,-11.0555043868233
93,"RW + drift",1,94.2333908481178,91.1142857869466,-3.11910506117121
93,"RW + drift",6,97.4974570862699,83.3689478824013,-14.1285092038686
93,"RW + drift",12,101.563919459514,88.7040911587802,-12.8598283007336
93,"AR(1)",1,95.6417346565854,91.1142857869466,-4.5274488696388
93,"AR(1)",6,99.5810703721275,83.3689478824013,-16.2121224897262
93,"AR(1)",12,103.737821678971,88.7040911587802,-15.0337305201913
93,"MA(1)",1,97.0242535230908,91.1142857869466,-5.90996773614417
93,"MA(1)",6,101.206710259812,83.3689478824013,-17.8377623774106
93,"MA(1)",12,106.371144411288,88.7040911587802,-17.6670532525074
93,"MA(2)",1,96.7542296315734,91.1142857869466,-5.63994384462681
93,"MA(2)",6,102.221408109418,83.3689478824013,-18.8524602270164
93,"MA(2)",12,107.97045061774,88.7040911587802,-19.2663594589601
93,"ARMA(1,1)",1,96.9543877488557,91.1142857869466,-5.84010196190904
93,"ARMA(1,1)",6,101.558989343543,83.3689478824013,-18.190041461142
93,"ARMA(1,1)",12,106.91852066666,88.7040911587802,-18.2144295078798
93,"Auto-ARIMA",1,98.8681408849136,91.1142857869466,-7.75385509796703
93,"Auto-ARIMA",6,90.4512085273399,83.3689478824013,-7.08226064493854
93,"Auto-ARIMA",12,91.3823707195601,88.7040911587802,-2.6782795607799
94,"Naive RW",1,91.1142857869466,81.3414284842355,-9.77285730271109
94,"Naive RW",6,91.1142857869466,75.6322735873136,-15.482012199633
94,"Naive RW",12,91.1142857869466,82.0277273004705,-9.08655848647605
94,"Naive RW (bias-c)",1,91.5951630423009,81.3414284842355,-10.2537345580654
94,"Naive RW (bias-c)",6,94.0378874303893,75.6322735873136,-18.4056138430757
94,"Naive RW (bias-c)",12,97.0552992430686,82.0277273004705,-15.0275719425981
94,"RW + drift",1,91.7040792905679,81.3414284842355,-10.3626508063324
94,"RW + drift",6,94.7108105184505,75.6322735873136,-19.078536931137
94,"RW + drift",12,98.4492997073675,82.0277273004705,-16.421572406897
94,"AR(1)",1,91.0393957329056,81.3414284842355,-9.69796724867008
94,"AR(1)",6,93.4791067998308,75.6322735873136,-17.8468332125173
94,"AR(1)",12,97.1654190916165,82.0277273004705,-15.137691791146
94,"MA(1)",1,90.1497179804054,81.3414284842355,-8.80828949616988
94,"MA(1)",6,93.6212652217926,75.6322735873136,-17.9889916344791
94,"MA(1)",12,97.8807377908939,82.0277273004705,-15.8530104904234
94,"MA(2)",1,90.6313721044519,81.3414284842355,-9.28994362021636
94,"MA(2)",6,93.7833599577489,75.6322735873136,-18.1510863704353
94,"MA(2)",12,98.489400821257,82.0277273004705,-16.4616735207864
94,"ARMA(1,1)",1,90.26545281725,81.3414284842355,-8.92402433301447
94,"ARMA(1,1)",6,93.6150691109575,75.6322735873136,-17.9827955236439
94,"ARMA(1,1)",12,98.0151353595261,82.0277273004705,-15.9874080590556
94,"Auto-ARIMA",1,91.8669330574329,81.3414284842355,-10.5255045731975
94,"Auto-ARIMA",6,92.057459001714,75.6322735873136,-16.4251854144004
94,"Auto-ARIMA",12,92.057459001714,82.0277273004705,-10.0297317012435
95,"Naive RW",1,81.3414284842355,83.8790000915527,2.53757160731723
95,"Naive RW",6,81.3414284842355,74.9257136753627,-6.41571480887278
95,"Naive RW",12,81.3414284842355,77.323999786377,-4.01742869785855
95,"Naive RW (bias-c)",1,81.7717365080685,83.8790000915527,2.10726358348428
95,"Naive RW (bias-c)",6,83.9576643171666,74.9257136753627,-9.03195064180386
95,"Naive RW (bias-c)",12,86.6580477986092,77.323999786377,-9.33404801223227
95,"RW + drift",1,81.7646905107188,83.8790000915527,2.11430958083399
95,"RW + drift",6,83.9142675578137,74.9257136753627,-8.988553882451
95,"RW + drift",12,86.5684858378047,77.323999786377,-9.24448605142774
95,"AR(1)",1,78.7619971455659,83.8790000915527,5.11700294598685
95,"AR(1)",6,79.0579164004782,74.9257136753627,-4.13220272511546
95,"AR(1)",12,81.5481636775962,77.323999786377,-4.22416389121921
95,"MA(1)",1,79.0747203316214,83.8790000915527,4.80427975993136
95,"MA(1)",6,81.5496455393092,74.9257136753627,-6.62393186394644
95,"MA(1)",12,84.5474608750915,77.323999786377,-7.22346108871456
95,"MA(2)",1,77.7039978903546,83.8790000915527,6.17500220119817
95,"MA(2)",6,79.2393074409195,74.9257136753627,-4.31359376555675
95,"MA(2)",12,82.354503470871,77.323999786377,-5.03050368449406
95,"ARMA(1,1)",1,78.6417507977824,83.8790000915527,5.23724929377029
95,"ARMA(1,1)",6,80.7446446696271,74.9257136753627,-5.81893099426442
95,"ARMA(1,1)",12,83.781796217643,77.323999786377,-6.45779643126603
95,"Auto-ARIMA",1,74.7869583175525,83.8790000915527,9.09204177400025
95,"Auto-ARIMA",6,71.2756405185462,74.9257136753627,3.65007315681649
95,"Auto-ARIMA",12,77.4588540155922,77.323999786377,-0.134854229215193
96,"Naive RW",1,83.8790000915527,83.5094732987253,-0.369526792827415
96,"Naive RW",6,83.8790000915527,80.3554996490479,-3.52350044250488
96,"Naive RW",12,83.8790000915527,79.197143191383,-4.68185690016975
96,"Naive RW (bias-c)",1,84.3185123888606,83.5094732987253,-0.809039090135272
96,"Naive RW (bias-c)",6,86.5508607625701,80.3554996490479,-6.19536111352222
96,"Naive RW (bias-c)",12,89.3078302145402,79.197143191383,-10.1106870231572
96,"RW + drift",1,84.3378918739596,83.5094732987253,-0.828418575234309
96,"RW + drift",6,86.670284727718,80.3554996490479,-6.31478507867013
96,"RW + drift",12,89.5544563786495,79.197143191383,-10.3573131872665
96,"AR(1)",1,85.475049601541,83.5094732987253,-1.96557630281565
96,"AR(1)",6,88.3137212468003,80.3554996490479,-7.95822159775246
96,"AR(1)",12,91.2548896396314,79.197143191383,-12.0577464482484
96,"MA(1)",1,86.9945477883392,83.5094732987253,-3.48507448961392
96,"MA(1)",6,90.1220189018758,80.3554996490479,-9.76651925282798
96,"MA(1)",12,93.9425473684233,79.197143191383,-14.7454041770403
96,"MA(2)",1,87.0094169861135,83.5094732987253,-3.49994368738818
96,"MA(2)",6,91.2568223193991,80.3554996490479,-10.9013226703513
96,"MA(2)",12,95.5051398774667,79.197143191383,-16.3079966860837
96,"ARMA(1,1)",1,86.9737193636454,83.5094732987253,-3.46424606492003
96,"ARMA(1,1)",6,90.4335872056613,80.3554996490479,-10.0780875566135
96,"ARMA(1,1)",12,94.3935096840319,79.197143191383,-15.1963664926489
96,"Auto-ARIMA",1,87.5364148063698,83.5094732987253,-4.02694150764451
96,"Auto-ARIMA",6,84.491758738712,80.3554996490479,-4.13625908966411
96,"Auto-ARIMA",12,87.5785940877686,79.197143191383,-8.38145089638556
97,"Naive RW",1,83.5094732987253,79.2069562829059,-4.30251701581939
97,"Naive RW",6,83.5094732987253,85.1043475607167,1.59487426199142
97,"Naive RW",12,83.5094732987253,81.6239994049072,-1.88547389381807
97,"Naive RW (bias-c)",1,83.942535001347,79.2069562829059,-4.73557871844112
97,"Naive RW (bias-c)",6,86.1417637793689,85.1043475607167,-1.03741621865223
97,"Naive RW (bias-c)",12,88.8570263217534,81.6239994049072,-7.23302691684621
97,"RW + drift",1,83.9577990714694,79.2069562829059,-4.75084278856345
97,"RW + drift",6,86.2357903756215,85.1043475607167,-1.13144281490479
97,"RW + drift",12,89.0511129809946,81.6239994049072,-7.42711357608741
97,"AR(1)",1,84.0475740254785,79.2069562829059,-4.84061774257255
97,"AR(1)",6,86.2238638565442,85.1043475607167,-1.11951629582748
97,"AR(1)",12,89.0379342909845,81.6239994049072,-7.4139348860773
97,"MA(1)",1,83.2338281239318,79.2069562829059,-4.02687184102585
97,"MA(1)",6,85.9955300899641,85.1043475607167,-0.891182529247388
97,"MA(1)",12,89.3552644603705,81.6239994049072,-7.73126505546328
97,"MA(2)",1,83.8104813508001,79.2069562829059,-4.60352506789418
97,"MA(2)",6,86.5251938139176,85.1043475607167,-1.42084625320092
97,"MA(2)",12,90.2215607938682,81.6239994049072,-8.597561388961
97,"ARMA(1,1)",1,83.3819602030684,79.2069562829059,-4.17500392016254
97,"ARMA(1,1)",6,86.1332352147624,85.1043475607167,-1.02888765404568
97,"ARMA(1,1)",12,89.6070331705236,81.6239994049072,-7.98303376561634
97,"Auto-ARIMA",1,79.9985631818133,79.2069562829059,-0.791606898907347
97,"Auto-ARIMA",6,81.2220099350444,85.1043475607167,3.88233762567232
97,"Auto-ARIMA",12,82.6118667355571,81.6239994049072,-0.987867330649848
98,"Naive RW",1,79.2069562829059,83.3689478824013,4.16199159949538
98,"Naive RW",6,79.2069562829059,92.7664993286133,13.5595430457073
98,"Naive RW",12,79.2069562829059,84.66549949646,5.45854321355402
98,"Naive RW (bias-c)",1,79.6146405431735,83.3689478824013,3.75430733922778
98,"Naive RW (bias-c)",6,81.6847544216514,92.7664993286133,11.0817449069619
98,"Naive RW (bias-c)",12,84.2400644849107,84.66549949646,0.425435011549297
98,"RW + drift",1,79.5848652712362,83.3689478824013,3.78408261116512
98,"RW + drift",6,81.5016288423224,92.7664993286133,11.2648704862908
98,"RW + drift",12,83.8627794284431,84.66549949646,0.802720068016839
98,"AR(1)",1,78.345460468135,83.3689478824013,5.02348741426631
98,"AR(1)",6,79.4217620140765,92.7664993286133,13.3447373145367
98,"AR(1)",12,81.7180468838842,84.66549949646,2.9474526125758
98,"MA(1)",1,78.612012509662,83.3689478824013,4.75693537273936
98,"MA(1)",6,80.9668767764024,92.7664993286133,11.7996225522109
98,"MA(1)",12,83.8148795834689,84.66549949646,0.850619912991107
98,"MA(2)",1,77.9093186041221,83.3689478824013,5.45962927827918
98,"MA(2)",6,79.9929599141763,92.7664993286133,12.773539414437
98,"MA(2)",12,82.9932939336364,84.66549949646,1.67220556282358
98,"ARMA(1,1)",1,78.4013271399398,83.3689478824013,4.96762074246155
98,"ARMA(1,1)",6,80.6532612440279,92.7664993286133,12.1132380845854
98,"ARMA(1,1)",12,83.5615673023194,84.66549949646,1.1039321941406
98,"Auto-ARIMA",1,79.1893804980186,83.3689478824013,4.17956738438269
98,"Auto-ARIMA",6,81.3532901724811,92.7664993286133,11.4132091561322
98,"Auto-ARIMA",12,81.9829099656004,84.66549949646,2.68258953085959
99,"Naive RW",1,83.3689478824013,75.6322735873136,-7.73667429508778
99,"Naive RW",6,83.3689478824013,88.7040911587802,5.33514327637884
99,"Naive RW",12,83.3689478824013,88.9999993064187,5.63105142401733
99,"Naive RW (bias-c)",1,83.7948187140914,75.6322735873136,-8.1625451267778
99,"Naive RW (bias-c)",6,85.9570279102798,88.7040911587802,2.74706324850038
99,"Naive RW (bias-c)",12,88.6254515001299,88.9999993064187,0.374547806288803
99,"RW + drift",1,83.8060279516724,75.6322735873136,-8.17375436435886
99,"RW + drift",6,86.0260418452289,88.7040911587802,2.67804931355127
99,"RW + drift",12,88.767821395516,88.9999993064187,0.232177910902664
99,"AR(1)",1,85.5295443806826,75.6322735873136,-9.897270793369
99,"AR(1)",6,88.5884151547991,88.7040911587802,0.115676003981122
99,"AR(1)",12,91.4156915140172,88.9999993064187,-2.4156922075985
99,"MA(1)",1,86.4223960202818,75.6322735873136,-10.7901224329682
99,"MA(1)",6,89.4042048387352,88.7040911587802,-0.700113679954995
99,"MA(1)",12,93.0402345846738,88.9999993064187,-4.04023527825512
99,"MA(2)",1,86.6655235238996,75.6322735873136,-11.033249936586
99,"MA(2)",6,90.4874896672199,88.7040911587802,-1.78339850843975
99,"MA(2)",12,94.463981576654,88.9999993064187,-5.46398227023529
99,"ARMA(1,1)",1,86.5005148729294,75.6322735873136,-10.8682412856159
99,"ARMA(1,1)",6,89.7817758658101,88.7040911587802,-1.07768470702993
99,"ARMA(1,1)",12,93.5431894811793,88.9999993064187,-4.5431901747606
99,"Auto-ARIMA",1,83.9625354513644,75.6322735873136,-8.33026186405084
99,"Auto-ARIMA",6,85.3785070706371,88.7040911587802,3.32558408814309
99,"Auto-ARIMA",12,86.3467701907898,88.9999993064187,2.65322911562889
100,"Naive RW",1,75.6322735873135,74.9257136753627,-0.706559911950805
100,"Naive RW",6,75.6322735873135,82.0277273004705,6.395453713157
100,"Naive RW",12,75.6322735873135,82.9918185147372,7.35954492742368
100,"Naive RW (bias-c)",1,76.0183553939245,74.9257136753627,-1.09264171856178
100,"Naive RW (bias-c)",6,77.9785290209951,82.0277273004705,4.04919827947546
100,"Naive RW (bias-c)",12,80.3975697128604,82.9918185147372,2.59424880187682
100,"RW + drift",1,75.9508103076001,74.9257136753627,-1.02509663223732
100,"RW + drift",6,77.563730751843,82.0277273004705,4.46399654862758
100,"RW + drift",12,79.5445124520694,82.9918185147372,3.44730606266779
100,"AR(1)",1,73.7159399073752,74.9257136753627,1.20977376798757
100,"AR(1)",6,74.0223701784473,82.0277273004705,8.00535712202327
100,"AR(1)",12,75.9068677677786,82.9918185147372,7.08495074695867
100,"MA(1)",1,72.6419044659744,74.9257136753627,2.28380920938828
100,"MA(1)",6,74.4672547630109,82.0277273004705,7.5604725374596
100,"MA(1)",12,76.6557919639229,82.9918185147372,6.3360265508143
100,"MA(2)",1,72.5854228410139,74.9257136753627,2.34029083434886
100,"MA(2)",6,73.7278873234452,82.0277273004705,8.29983997702533
100,"MA(2)",12,76.0120333432062,82.9918185147372,6.97978517153103
100,"ARMA(1,1)",1,72.6015867387275,74.9257136753627,2.32412693663527
100,"ARMA(1,1)",6,74.1579472111935,82.0277273004705,7.86978008927707
100,"ARMA(1,1)",12,76.3827231081497,82.9918185147372,6.60909540658749
100,"Auto-ARIMA",1,70.8603216189816,74.9257136753627,4.06539205638117
100,"Auto-ARIMA",6,76.4716977635094,82.0277273004705,5.55602953696112
100,"Auto-ARIMA",12,78.2020816308647,82.9918185147372,4.78973688387249
101,"Naive RW",1,74.9257136753627,80.3554996490479,5.42978597368511
101,"Naive RW",6,74.9257136753627,77.323999786377,2.39828611101422
101,"Naive RW",12,74.9257136753627,82.889474166067,7.96376049070427
101,"Naive RW (bias-c)",1,75.3044250963356,80.3554996490479,5.05107455271222
101,"Naive RW (bias-c)",6,77.2268893495492,77.323999786377,0.0971104368277764
101,"Naive RW (bias-c)",12,79.5987404864534,82.889474166067,3.2907336796136
101,"RW + drift",1,75.231152168369,80.3554996490479,5.12434748067889
101,"RW + drift",6,76.7771234953729,77.323999786377,0.546876291004054
101,"RW + drift",12,78.6742815392369,82.889474166067,4.2151926268301
101,"AR(1)",1,75.2202142563826,80.3554996490479,5.13528539266522
101,"AR(1)",6,76.631185500811,77.323999786377,0.692814285565944
101,"AR(1)",12,78.5239142962351,82.889474166067,4.3655598698319
101,"MA(1)",1,76.6679349808742,80.3554996490479,3.68756466817369
101,"MA(1)",6,78.7731741880498,77.323999786377,-1.44917440167285
101,"MA(1)",12,81.311628264693,82.889474166067,1.57784590137406
101,"MA(2)",1,76.0222955862936,80.3554996490479,4.33320406275426
101,"MA(2)",6,78.4709483772521,77.323999786377,-1.14694859087513
101,"MA(2)",12,81.1472528866339,82.889474166067,1.74222127943312
101,"ARMA(1,1)",1,76.454469270585,80.3554996490479,3.90103037846285
101,"ARMA(1,1)",6,78.6732154091246,77.323999786377,-1.34921562274764
101,"ARMA(1,1)",12,81.2664849386243,82.889474166067,1.62298922744267
101,"Auto-ARIMA",1,79.1371321213698,80.3554996490479,1.21836752767803
101,"Auto-ARIMA",6,83.9129781807745,77.323999786377,-6.58897839439759
101,"Auto-ARIMA",12,83.0939421595441,82.889474166067,-0.204467993477095
102,"Naive RW",1,80.3554996490478,85.1043475607167,4.74884791166889
102,"Naive RW",6,80.3554996490478,79.197143191383,-1.15835645766484
102,"Naive RW",12,80.3554996490478,83.7177273143422,3.36222766529433
102,"Naive RW (bias-c)",1,80.7596017708934,85.1043475607167,4.34474578982335
102,"Naive RW (bias-c)",6,82.810800563143,79.197143191383,-3.61365737176
102,"Naive RW (bias-c)",12,85.3411243767919,83.7177273143422,-1.62339706244977
102,"RW + drift",1,80.73521352546,85.1043475607167,4.36913403525674
102,"RW + drift",6,82.6608677280577,79.197143191383,-3.46372453667469
102,"RW + drift",12,85.0323759219686,83.7177273143422,-1.31464860762642
102,"AR(1)",1,82.8938053589602,85.1043475607167,2.21054220175648
102,"AR(1)",6,85.8688064190144,79.197143191383,-6.67166322763141
102,"AR(1)",12,88.3366317986123,83.7177273143422,-4.61890448427012
102,"MA(1)",1,82.8099778994203,85.1043475607167,2.29436966129641
102,"MA(1)",6,85.3889394251014,79.197143191383,-6.19179623371838
102,"MA(1)",12,88.5189505879466,83.7177273143422,-4.80122327360444
102,"MA(2)",1,83.4727065649734,85.1043475607167,1.63164099574335
102,"MA(2)",6,86.6172670807483,79.197143191383,-7.42012388936527
102,"MA(2)",12,90.0191078788827,83.7177273143422,-6.30138056454058
102,"ARMA(1,1)",1,83.0361695332731,85.1043475607167,2.06817802744358
102,"ARMA(1,1)",6,85.8330352864895,79.197143191383,-6.63589209510648
102,"ARMA(1,1)",12,89.0659977776187,83.7177273143422,-5.34827046327653
102,"Auto-ARIMA",1,83.1970686434388,85.1043475607167,1.90727891727792
102,"Auto-ARIMA",6,84.0917321680475,79.197143191383,-4.89458897666455
102,"Auto-ARIMA",12,83.6768282240197,83.7177273143422,0.0408990903224407
103,"Naive RW",1,85.1043475607167,92.7664993286133,7.66215176789655
103,"Naive RW",6,85.1043475607167,81.6239994049072,-3.48034815580951
103,"Naive RW",12,85.1043475607167,78.8750013871626,-6.22934617355409
103,"Naive RW (bias-c)",1,85.52953457668,92.7664993286133,7.23696475193323
103,"Naive RW (bias-c)",6,87.6875466544208,81.6239994049072,-6.06354724951358
103,"Naive RW (bias-c)",12,90.3491544046621,78.8750013871626,-11.4741530174994
103,"RW + drift",1,85.5502651317321,92.7664993286133,7.21623419688119
103,"RW + drift",6,87.8151456207605,81.6239994049072,-6.19114621585332
103,"RW + drift",12,90.6122897528085,78.8750013871626,-11.7372883656459
103,"AR(1)",1,87.4601551734366,92.7664993286133,5.30634415517663
103,"AR(1)",6,90.6447109702591,81.6239994049072,-9.02071156535189
103,"AR(1)",12,93.535821280426,78.8750013871626,-14.6608198932634
103,"MA(1)",1,87.0881806429899,92.7664993286133,5.67831868562337
103,"MA(1)",6,89.9920121564998,81.6239994049072,-8.36801275159254
103,"MA(1)",12,93.5301948353995,78.8750013871626,-14.6551934482368
103,"MA(2)",1,87.3006178415047,92.7664993286133,5.46588148710853
